cod_cim,matched_symptoms
W70495002,['terapia vezicii biliare medicamente continand acizi biliari']
W70495003,['terapia vezicii biliare medicamente continand acizi biliari']
W70495004,['terapia vezicii biliare medicamente continand acizi biliari']
W70495005,['terapia vezicii biliare medicamente continand acizi biliari']
W70496001,['terapia vezicii biliare medicamente continand acizi biliari']
W70496002,['terapia vezicii biliare medicamente continand acizi biliari']
W70496003,['terapia vezicii biliare medicamente continand acizi biliari']
W70496004,['terapia vezicii biliare medicamente continand acizi biliari']
W70496005,['terapia vezicii biliare medicamente continand acizi biliari']
W66310001,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W66310002,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W66310003,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W65657001,['med. ce influenteaza in structura osoasa si mineralizarea bifosfonati']
W59090001,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W59090002,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W59090003,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W60216001,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W60216002,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W60216003,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W60215001,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W60215002,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W60215003,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W68325001,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W68325002,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W68325003,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W68325004,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W68325005,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W68325006,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W69217001,['antifibrinolitice antifibrinolitice']
W42875001,['vitamina b12 si acid folic acid folic si derivati']
W69864001,['med. ce influenteaza structura osoasa si mineralizarea bifosfonati']
W69864002,['med. ce influenteaza structura osoasa si mineralizarea bifosfonati']
W60519001,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60519002,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60519003,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60519004,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60519005,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60519006,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60519007,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60519008,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60520001,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60520002,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60520003,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60520004,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60520005,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60520006,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60520007,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W60520008,['antiinflamatoare si antireumatice nesteroidiene coxibi']
W68671001,['preparate pt. trat. acneei de uz topic antiinfectioase pentru tratamentul acneei']
W68671002,['preparate pt. trat. acneei de uz topic antiinfectioase pentru tratamentul acneei']
W68034001,['alergeni alergeni - extracte']
W68034002,['alergeni alergeni - extracte']
W68035001,['alergeni alergeni - extracte']
W68036001,['alergeni alergeni - extracte']
W68036002,['alergeni alergeni - extracte']
W59717001,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59717002,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59717003,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59717004,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59717005,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59717006,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59717007,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59717008,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59717009,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59717010,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59717011,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59717012,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59717013,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718001,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718002,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718003,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718004,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718005,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718006,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718007,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718008,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718009,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718010,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718011,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718012,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718013,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718014,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59718015,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59719001,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59719002,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59719003,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59719004,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59719005,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59719006,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59719007,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59719008,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59719009,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59719010,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59719011,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59719012,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W59719013,"['combinatii antagonisti ai angiotensin ii si diuretic', 'antagonisti ai angiotensinaei ii']"
W00257001,['antitrombotice enzime']
W66935001,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W66935002,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W66935003,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W66935004,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W66935005,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W66935006,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W66214001,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W66214002,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W66214003,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W66214004,['med. ce influenteaza in structura osoasa si mineralizare bifosfonati']
W66497001,['med. ce influenteaza in structura osoasa si mineralizarea bifosfonati']
W66497002,['med. ce influenteaza in structura osoasa si mineralizarea bifosfonati']
W66497003,['med. ce influenteaza in structura osoasa si mineralizarea bifosfonati']
W66497004,['med. ce influenteaza in structura osoasa si mineralizarea bifosfonati']
W66497005,['med. ce influenteaza in structura osoasa si mineralizarea bifosfonati']
W66497006,['med. ce influenteaza in structura osoasa si mineralizarea bifosfonati']
W61534001,['alte produse pentru tractul digestiv si metabolism diferite produse pentru tract digestiv si metabolism']
W61534002,['alte produse pentru tractul digestiv si metabolism diferite produse pentru tract digestiv si metabolism']
W61534003,['alte produse pentru tractul digestiv si metabolism diferite produse pentru tract digestiv si metabolism']
W61535001,['alte produse pentru tractul digestiv si metabolism diferite produse pentru tract digestiv si metabolism']
W43861001,['alte analgezice si antipiretice alte analgezice si antipiretice']
W43861002,['alte analgezice si antipiretice alte analgezice si antipiretice']
W70672001,['vaccinuri bacteriene vaccinuri pertussis']
W70672002,['vaccinuri bacteriene vaccinuri pertussis']
W70672003,['vaccinuri bacteriene vaccinuri pertussis']
W70672004,['vaccinuri bacteriene vaccinuri pertussis']
W70672005,['vaccinuri bacteriene vaccinuri pertussis']
W70672006,['vaccinuri bacteriene vaccinuri pertussis']
W70672007,['vaccinuri bacteriene vaccinuri pertussis']
W70672008,['vaccinuri bacteriene vaccinuri pertussis']
W70673001,"['vaccinuri bacteriale si virale', 'in combinatii', 'in combinatii vaccinuri bacteriale si virale']"
W70673002,"['vaccinuri bacteriale si virale', 'in combinatii', 'in combinatii vaccinuri bacteriale si virale']"
W70673003,"['vaccinuri bacteriale si virale', 'in combinatii', 'in combinatii vaccinuri bacteriale si virale']"
W70673004,"['vaccinuri bacteriale si virale', 'in combinatii', 'in combinatii vaccinuri bacteriale si virale']"
W70673005,"['vaccinuri bacteriale si virale', 'in combinatii', 'in combinatii vaccinuri bacteriale si virale']"
W70673006,"['vaccinuri bacteriale si virale', 'in combinatii', 'in combinatii vaccinuri bacteriale si virale']"
W70673007,"['vaccinuri bacteriale si virale', 'in combinatii', 'in combinatii vaccinuri bacteriale si virale']"
W68081001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W68081002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W68081003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W68081004,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W68081005,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W68081006,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W68081007,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
